Car_Make,Car_Model,Year,Kms_Driven,Engine_Oil_Change,Brake_Pad_Change,Transmission_Fluid_Change,Tire_Rotation,Spark_Plug_Change,Maintenance_Required
Maruti,Creta,2016,52066,10551,31669,112801,27435,96815,Absence
Mahindra,EtiosLiva,2018,11702,12825,35297,46440,27543,22049,Presence
Honda,Carnival,2021,19508,11660,24585,51056,28045,21195,Absence
Mahindra,EtiosLiva,2020,3159,12283,24331,48766,30372,26534,Presence
Toyota,Creta,2019,10423,20373,24943,93040,23827,19882,Presence
Chevrolet,City,2020,33296,11951,24599,56444,23667,40029,Absence
Mahindra,488GTB,2020,35860,20816,22096,29067,34320,34428,Absence
Tata,Carnival,2021,40322,5871,144185,101749,46623,61941,Presence
Maruti,EcoSport,2021,19067,91250,25213,161210,132390,21916,Presence
MarutiSuzuki,Carnival,2020,23782,10350,26420,52163,26482,15993,Presence
Tata,Carnival,2023,87357,151000,133116,116360,57470,94765,Absence
Mahindra,Creta,2023,19192,10524,29676,151554,112420,94016,Presence
MarutiSuzuki,Polo,2020,40106,11332,37158,52979,23161,18739,Presence
Renault,EtiosLiva,2012,26118,11527,18229,24593,22548,27285,Absence
Maruti,Creta,2019,228074,151000,112293,159937,144223,59462,Presence
Toyota,Ghibli,2021,35632,11100,24820,61086,18861,10000,Presence
Toyota,Carnival,2016,8319,8701,23588,128942,17085,14612,Presence
Maruti,i20Active,2021,3000,9788,24832,47911,31210,31658,Absence
Hyundai,Polo,2011,22636,13090,47509,124291,12950,10000,Absence
Skoda,Carnival,2011,14886,12157,20530,49482,220444,30378,Presence
Tata,EtiosLiva,2018,3000,9977,32188,22098,19404,15275,Presence
Hyundai,KUV100NXT,2021,3007,13513,17000,25133,28883,15544,Absence
Mahindra,XyloD2MAXX,2021,18934,11507,18213,39661,24733,35593,Presence
Mahindra,Fiesta,2021,3000,13900,15440,44719,22863,17016,Presence
Tata,Amaze,2021,163603,151000,145156,47169,88693,103263,Absence
Mahindra,Harrier,2021,36586,12968,11577,31707,23529,29942,Absence
Hyundai,Creta,2018,25075,9616,41391,87427,27573,28199,Absence
Renault,Carnival,2019,14943,8877,19305,44623,10728,16668,Presence
Honda,NaAbsence,2021,30309,11553,8350,30354,20997,23906,Presence
Maruti,Carnival,2018,26547,11918,33264,94494,16609,38526,Absence
Maruti,Creta,2017,20640,17929,66425,54803,45984,112684,Absence
Renault,i20Active,2019,32163,8527,34828,39868,29647,10000,Presence
Tata,Carnival,2017,8202,11354,52672,50901,107791,97040,Presence
Maruti,EtiosLiva,2020,13283,9850,31423,44862,24971,48870,Absence
Mahindra,Venue,2023,223814,80217,146869,169280,155659,83121,Presence
Maruti,NaAbsence,2023,167261,78970,67267,149475,137213,112204,Absence
Hyundai,Gloster,2020,21162,12812,31525,92728,25911,15960,Absence
Maruti,Gloster,2017,15543,8946,19130,89237,15061,74461,Presence
Mahindra,KUV100,2023,13925,9825,29385,32707,17346,23513,Absence
Tata,NaAbsence,2023,41748,6065,21564,144753,32307,31351,Absence
Nissan,EcoSport,2023,21130,79217,34507,122167,90670,21479,Presence
Renault,Amaze,2020,3243,9735,19811,91690,21381,62116,Presence
Honda,XUV300,2022,20691,12059,37136,95191,55736,79589,Absence
Maruti,Hexa,2015,14223,11939,33072,34066,29799,10575,Absence
Mahindra,Endeavour,2018,3000,9047,28541,20741,22568,34627,Presence
Hyundai,Aria,2015,106274,69354,30133,133232,114495,17812,Absence
Maruti,Venue,2013,203593,12844,108848,174769,180231,62291,Presence
Maruti,EtiosLiva,2022,22115,11354,37792,24227,31338,21699,Absence
Honda,Creta,2017,119097,151000,29933,115400,54631,109209,Absence
Ford,Harrier,2018,29560,9071,17344,22321,19387,22946,Presence
Tata,Carnival,2019,16866,11393,23786,23634,22757,22545,Absence
Hyundai,Alto,2020,3000,9656,12430,49153,28091,23710,Presence
Honda,i20Active,2012,18583,12314,33669,24021,36131,57228,Presence
Tesla,Carnival,2020,3000,11894,33017,37304,27640,14535,Absence
Renault,i20Active,2021,11912,10683,26951,48710,31278,11797,Absence
Tata,Creta,2019,25479,80720,144456,156038,46412,54763,Presence
Mahindra,i20Active,2019,3000,11885,19281,30133,30828,19552,Absence
Kia,NaAbsence,2023,45748,151000,32934,49701,66144,105370,Absence
Honda,Carnival,2022,20375,10434,18360,24504,28385,21001,Presence
Toyota,Amaze,2023,166237,109730,142778,130103,154959,121831,Presence
Toyota,Amaze,2013,85636,87101,135292,143887,166003,136586,Presence
Tata,A3,2020,28675,10745,35456,27087,18854,46181,Presence
MarutiSuzuki,Creta,2020,31967,9543,22736,47601,15249,77665,Absence
Volkswagen,Creta,2017,275069,8147,132118,78715,156481,102947,Presence
Hyundai,A4,2019,30777,12758,18993,25195,29398,16298,Absence
Honda,Polo,2016,23672,99398,22540,52825,19488,22994,Presence
Hyundai,EtiosLiva,2020,3000,12848,21091,29312,22473,10316,Absence
Mahindra,Venue,2019,41867,12852,49330,107180,20364,108740,Presence
Tata,KUV100,2020,12920,11248,21302,17000,18844,21967,Presence
Maserati,Carnival,2014,37826,89913,130083,50573,30378,77003,Absence
Toyota,Altroz,2012,9144,9011,63483,91820,120425,97466,Presence
Hyundai,Carnival,2015,33192,23811,32417,98743,24793,10000,Presence
Skoda,Creta,2023,14091,10780,61122,28367,150707,136407,Absence
Mahindra,KUV100NXT,2019,16033,8964,33331,20028,36462,24345,Absence
Maruti,NaAbsence,2015,3000,6356,34405,85432,22221,41090,Presence
Mahindra,WR-V,2017,20575,11604,24046,24526,21858,22897,Absence
Toyota,Alto,2012,28010,21255,27248,77375,32756,35215,Absence
Hyundai,EtiosLiva,2013,24472,12032,137507,50581,27152,37088,Absence
Hyundai,EtiosLiva,2020,12795,12022,18733,50253,23773,29615,Absence
Skoda,EtiosLiva,2020,15929,20946,28333,53428,21373,12461,Presence
Mahindra,Hexa,2020,24902,8882,22677,30075,23424,27326,Presence
Tata,NaAbsence,2023,238394,151000,153000,115325,131439,119431,Presence
Honda,XUV300,2013,120610,83830,147323,102196,152373,101678,Presence
Tata,Xcent,2011,14225,12149,27626,24369,21408,18894,Presence
Tata,Creta,2018,9470,10780,142452,45390,30152,27535,Presence
Hyundai,Figo,2018,11939,12138,20529,23671,22271,18219,Absence
Toyota,Swift,2017,34962,22956,63243,95243,171590,73135,Presence
MG,Carnival,2021,18700,12355,12054,161296,21151,10000,Presence
Maruti,Aspire,2016,4099,10215,26477,114670,20768,33584,Presence
Maruti,Carnival,2020,29224,8921,28364,31163,26087,10000,Presence
Tata,NaAbsence,2020,8724,11455,37000,22326,13049,26146,Presence
Renault,Harrier,2012,18614,9344,95517,52033,29174,109623,Absence
Mahindra,Creta,2023,23695,9510,16119,88565,20862,29804,Absence
Tata,Amaze,2021,22450,10665,22386,48066,26938,30034,Presence
Volkswagen,Sonnet,2023,72942,10228,36921,120540,41850,76964,Absence
Maruti,EtiosLiva,2020,27633,11743,19444,25216,24990,18396,Absence
Ford,Amaze,2021,18566,10890,80137,143675,22080,31234,Presence
Volkswagen,Huracan,2012,34280,9627,27942,89165,20701,26393,Presence
Hyundai,Alto,2020,33899,12788,34137,60371,37379,24970,Presence
Maruti,Polo,2015,9174,12241,41902,79239,32732,49312,Presence
Tata,Amaze,2023,53801,12388,71832,139844,136390,79155,Presence
Mahindra,i20,2023,20650,14075,25016,82750,40485,116425,Presence
MarutiSuzuki,Creta,2019,34898,10985,30652,48504,27639,24860,Presence
Hyundai,Hector,2021,13856,10211,110959,44959,20916,25891,Absence
Hyundai,Carnival,2012,92839,95734,51310,135280,62733,82158,Absence
Nissan,NaAbsence,2011,23632,11672,54157,27059,33241,127297,Absence
Kia,EcoSport,2013,29193,9118,125264,106928,26429,75813,Presence
BMW,Polo,2017,16684,26376,21571,31905,26622,28370,Presence
Maruti,EcoSport,2016,17069,151000,26544,103695,122072,35858,Presence
MarutiSuzuki,NaAbsence,2018,29348,8881,24690,52410,20329,23692,Presence
Honda,Sonnet,2023,389095,13771,131663,167495,162675,66848,Presence
Porsche,i20Active,2019,33000,6553,35578,122779,24893,23934,Presence
Tata,EcoSport,2018,11158,138571,84392,98938,129261,93691,Absence
MarutiSuzuki,Altroz,2019,3000,10186,76056,145673,30881,249273,Presence
MarutiSuzuki,NaAbsence,2019,36341,10937,18003,50710,34032,26960,Presence
Toyota,Creta,2019,31495,151000,136698,99185,127133,56298,Presence
Tata,Creta,2019,5925,27394,135257,169275,26631,74404,Presence
Hyundai,Amaze,2021,172218,151000,141889,158199,107767,68321,Presence
Maruti,NaAbsence,2018,225784,13199,135823,173057,180037,91689,Presence
Maruti,Polo,2021,8046,12090,18236,47913,30139,17468,Absence
Tata,i20Active,2018,16188,10222,26255,43983,24283,22307,Presence
Maruti,EtiosLiva,2018,3000,9700,15663,29189,22861,20049,Presence
Ford,Carnival,2020,17583,10194,50662,31097,11325,24350,Presence
Mahindra,Creta,2022,255245,151000,68557,137172,118917,107731,Presence
Maruti,EtiosLiva,2021,8155,11430,36724,47136,24290,43376,Presence
Tata,NaAbsence,2023,10372,151000,92765,155018,123154,74929,Presence
MarutiSuzuki,Amaze,2019,38151,11365,134318,173223,191188,96550,Presence
Mahindra,i20Active,2020,24100,11252,36274,43802,20080,24015,Presence
Mahindra,EtiosLiva,2019,14010,24654,17990,27054,31514,25227,Presence
Jaguar,A4,2023,19545,9979,56996,159086,23709,37339,Absence
Maruti,Huracan,2018,20781,8063,22394,126700,14173,10000,Absence
Mahindra,Amaze,2016,26526,10369,127674,73874,160872,84822,Absence
Toyota,Alto,2018,12336,11969,26004,21270,12736,23914,Presence
MarutiSuzuki,EtiosLiva,2019,3000,9243,34443,50181,29772,22181,Presence
MG,Grandi10,2023,13524,12671,85858,158317,23902,29125,Presence
Maruti,A4,2012,19999,11045,14059,25048,13050,10222,Presence
Hyundai,KUV100,2022,35721,24891,18081,85578,150483,10000,Absence
Mahindra,WR-V,2021,22665,8762,26501,13877,32827,40959,Presence
MarutiSuzuki,Creta,2013,135335,117719,15823,90302,138078,67402,Absence
Lexus,NaAbsence,2022,123447,13756,111360,133931,111310,81067,Presence
Mahindra,i20Active,2018,10059,12513,11990,26303,11378,22722,Absence
Tata,EtiosLiva,2019,3000,10194,32202,45193,20348,29641,Presence
Ford,Polo,2021,3000,11233,13485,145616,24413,27145,Presence
Hyundai,Creta,2011,19644,8690,18811,51048,18655,12997,Absence
Hyundai,Carnival,2020,31380,12940,30858,52726,30143,77116,Presence
Hyundai,i20Active,2020,12735,8672,27685,40100,28595,17328,Presence
Tata,EtiosLiva,2018,3000,12852,22025,46797,20856,20922,Presence
Maruti,Amaze,2013,24920,6822,55245,110778,30025,99459,Presence
,Amaze,2023,160055,151000,153000,177764,187403,121052,Presence
Mahindra,WR-V,2012,135291,11142,26742,40831,40517,108868,Absence
Honda,Amaze,2012,27427,11516,116325,161639,18901,260027,Presence
Mahindra,Aspire,2020,38763,9873,23775,50222,15753,14143,Absence
BMW,Carnival,2021,3000,20152,36929,16185,23119,34374,Presence
Ford,Amaze,2023,158133,151000,147884,112911,129074,117333,Presence
Hyundai,Venue,2013,38829,9559,82305,87918,47717,24610,Absence
Maruti,Polo,2019,3000,11745,22234,20781,34342,22625,Presence
Hyundai,A4,2011,31534,9514,21666,56237,22717,45031,Absence
MarutiSuzuki,A4,2019,12326,6786,26484,30512,24359,15285,Presence
Hyundai,A4,2020,46454,12068,25487,51533,29201,21459,Absence
Maruti,Creta,2013,236907,151000,62489,97597,155591,89523,Absence
Toyota,Triber,2022,3000,13231,25433,28452,132739,123742,Presence
Maruti,EtiosLiva,2020,3766,12185,33195,44095,33732,16584,Absence
Maruti,Aspire,2023,25145,11745,20922,50026,21314,49654,Presence
Renault,Polo,2021,10056,12490,20893,49110,17812,25965,Absence
MarutiSuzuki,Ghibli,2020,3000,11230,22780,44608,20999,30825,Absence
Toyota,Amaze,2023,146448,151000,153000,173088,179285,81693,Presence
MG,Amaze,2023,108416,9337,100107,70529,139817,110956,Presence
Mahindra,EtiosLiva,2020,3000,10589,24763,28266,24257,43978,Presence
Suzuki,Amaze,2011,188063,107885,140431,154770,180827,82911,Absence
Toyota,i20Active,2019,23895,11488,23685,32961,34806,26872,Presence
Honda,Carnival,2018,3000,11187,35185,21924,14213,29667,Absence
Mahindra,Carnival,2021,199701,10680,133100,157293,108097,91386,Presence
Hyundai,EtiosLiva,2022,32265,13728,24149,56511,24625,14729,Absence
Hyundai,Carnival,2021,183331,10423,131173,131490,52928,95666,Presence
,Carnival,2021,22463,10397,56639,22488,26215,35403,Presence
Ford,i20Active,2017,3000,23787,27412,24889,25160,20957,Presence
Maruti,KUV100,2021,37042,11654,24233,53900,23530,27049,Presence
Maruti,A4,2016,18928,29392,29503,98443,39960,28282,Absence
Honda,Venue,2023,42128,97711,153000,149911,118799,124035,Presence
Maruti,i20Active,2021,20356,9968,30957,49632,25025,31482,Presence
Hyundai,Amaze,2022,33880,94128,88727,43627,36495,69951,Absence
Tata,Polo,2019,13627,13241,19930,102905,17406,14711,Presence
Mahindra,Carnival,2012,6373,9136,16059,32535,23009,16690,Presence
Mahindra,Carnival,2023,14933,11123,25934,133025,13135,77831,Absence
Honda,Creta,2018,25612,151000,32400,109304,169839,106615,Presence
Hyundai,Grandi10,2023,24837,10795,25500,108157,49057,68857,Absence
Hyundai,NaAbsence,2020,12294,6863,79067,22378,19883,16730,Presence
Maruti,Aspire,2023,26417,148180,18637,108145,57469,69671,Absence
Maruti,Ghibli,2020,13036,11656,12664,88660,27242,10000,Absence
Tata,i20Active,2019,3000,11683,26508,36988,17743,30123,Presence
Toyota,NaAbsence,2023,182339,147183,138299,173336,143543,83381,Presence
Maruti,EtiosLiva,2018,3000,8784,39640,33001,20437,11375,Presence
Maruti,EtiosLiva,2018,3000,11743,35402,35886,34328,11764,Presence
Mahindra,Carnival,2018,3000,11124,27856,17479,30823,51022,Absence
Volkswagen,EtiosLiva,2016,4180,11248,21583,45421,13934,25248,Presence
Maruti,i20Active,2019,16261,12029,27923,46363,25383,25036,Presence
Maruti,Venue,2021,40364,8817,16746,57116,14760,90263,Presence
Honda,Creta,2020,26550,10847,66208,16933,29819,95252,Presence
Maruti,Amaze,2020,3000,8485,48327,27725,29582,16209,Presence
Hyundai,Carnival,2022,31591,9106,28104,22638,17613,108008,Absence
Maruti,Gloster,2016,29173,6314,28866,26780,30872,13495,Absence
Maruti,i20Active,2023,18456,9944,25583,17305,20961,40393,Presence
Mahindra,Polo,2020,36202,10593,18205,45166,18833,22397,Absence
Nissan,Hexa,2021,37817,9341,23505,51171,21435,18865,Presence
Maruti,A4,2018,43609,7764,18332,19058,52423,48560,Absence
Ford,WR-V,2017,25935,98457,127583,165193,127430,114280,Presence
Nissan,Carnival,2023,42297,28058,17951,134820,27785,24791,Absence
Mahindra,i20Active,2016,41663,10660,24106,25550,22728,16057,Absence
Maruti,ZSEV,2017,30859,7546,13890,30209,23495,15920,Presence
Mahindra,i20Active,2011,19955,17499,25320,41573,21175,31845,Presence
Maruti,Creta,2019,27629,11133,13048,36220,25258,30448,Absence
Tata,Hector,2018,25092,11466,26510,22443,30982,32322,Presence
Skoda,WR-V,2023,17104,11964,17063,64181,72533,84119,Presence
Tata,Ghibli,2020,4119,10063,19078,42562,32628,29595,Presence
Tata,Carnival,2019,37003,8783,22845,98766,135967,77686,Absence
Volkswagen,Carnival,2019,45284,108617,26720,27145,36644,26814,Presence
Tata,KUV100,2017,3000,12381,33753,33806,13836,28787,Absence
Tata,Polo,2022,13614,12769,34647,25292,33320,22164,Presence
Mahindra,Amaze,2019,34730,9421,21922,21419,28623,39249,Absence
Maruti,Carnival,2020,17321,9775,22812,50361,31855,38359,Absence
Volkswagen,Carnival,2013,33632,10833,74957,49889,24441,10748,Absence
Maruti,EcoSport,2015,89634,151000,103219,161052,164920,105550,Presence
Ford,Carnival,2012,8345,12878,26664,105756,21725,28117,Presence
Renault,XUV300,2021,284810,18069,29930,98551,14418,71975,Presence
Mahindra,Hexa,2019,16457,10962,17403,54441,23136,18619,Absence
Volkswagen,NaAbsence,2013,233250,7103,58972,95694,46960,63406,Absence
Hyundai,EtiosLiva,2020,18614,11421,17475,87750,30341,39701,Absence
Hyundai,NaAbsence,2018,21766,12205,15985,23093,29418,32208,Absence
Hyundai,i20Active,2019,7972,9251,20674,28143,39199,21752,Absence
Skoda,Creta,2022,17216,11623,25388,23106,19041,18681,Absence
Hyundai,Creta,2012,92969,151000,66808,129297,82183,101406,Absence
Hyundai,Creta,2020,47581,88381,14999,94746,136940,81892,Absence
Hyundai,Creta,2021,3000,9028,54056,22508,27006,36184,Absence
Hyundai,Creta,2012,248732,9895,149051,101157,127656,116751,Absence
Maruti,Endeavour,2022,19711,8920,31365,25641,24093,35216,Presence
Toyota,Amaze,2023,81387,90794,75455,195499,165106,79525,Presence
Porsche,NaAbsence,2019,35610,55310,52940,29757,32826,64374,Presence
Hyundai,Carnival,2021,3114,10533,24812,23982,18546,20101,Absence
Honda,488GTB,2019,11119,24098,24655,31951,31527,31045,Presence
Maruti,A4,2019,8607,11652,25304,28523,31024,27710,Presence
Mahindra,i20,2022,28812,99339,40284,99774,17932,55654,Presence
Maruti,Harrier,2020,33446,12116,29314,56647,30463,90778,Presence
Maruti,EtiosLiva,2018,5544,11080,28113,29954,13790,24702,Absence
Maruti,EtiosLiva,2019,7761,27772,64231,40379,31857,27338,Presence
Maruti,InAbsenceva,2021,18708,11748,14476,31598,24832,25780,Presence
Mercedes-Benz,Carnival,2020,11883,14284,123303,26779,34941,47366,Presence
Mahindra,Amaze,2023,291630,72144,86325,164088,183824,103257,Presence
Tata,Creta,2011,138386,98931,144714,110945,142853,68967,Absence
Tata,WR-V,2014,44037,8947,22711,162944,27499,21142,Absence
Maruti,Alto,2021,36323,11755,28535,137970,26086,30204,Absence
Maruti,3Series,2020,13262,11115,15292,28230,29495,21683,Absence
Mahindra,Thar,2009,27566,9659,36079,28712,24480,21213,Absence
Mahindra,XUV300,2022,123680,10537,150889,176285,150876,108395,Absence
Tata,EtiosLiva,2021,5047,10371,34713,50840,29259,19582,Presence
Hyundai,NaAbsence,2018,20949,12305,29574,29543,31073,73892,Absence
Maruti,Amaze,2012,400217,97519,59730,181418,196465,76427,Absence
Maruti,Ghibli,2021,11182,10951,18667,52681,16969,17011,Absence
Tata,A4,2021,21653,13121,16423,21564,19953,13960,Presence
Ford,Hexa,2021,13366,12622,25795,47271,23203,21500,Presence
Renault,Carnival,2019,7100,13778,19714,18392,18138,18122,Presence
MarutiSuzuki,Sonnet,2017,26082,148755,17434,117466,19361,90115,Absence
Mahindra,i20Active,2019,9279,9443,24739,44577,30214,39571,Presence
MarutiSuzuki,EtiosLiva,2016,21919,11471,21182,96919,33440,41734,Absence
Mahindra,3Series,2016,46623,11634,15488,19389,25116,27273,Presence
Hyundai,Carnival,2016,3000,22226,24504,94052,23160,34413,Absence
Tata,Amaze,2023,38139,151000,51914,137682,26589,98604,Presence
Tata,Creta,2012,130320,151000,153000,146347,132057,57754,Presence
Ford,Creta,2012,248945,151000,70343,167905,123790,91144,Presence
Skoda,Creta,2012,10675,84425,32362,165108,125903,119241,Presence
Maruti,i20Active,2019,15250,8227,82102,54628,19931,26405,Presence
Maruti,WR-V,2011,26170,12435,94398,125943,118288,28506,Presence
Mahindra,Triber,2021,21419,12833,21146,46906,24185,35799,Absence
Maruti,NaAbsence,2023,139658,151000,68408,139107,137281,45475,Presence
Mahindra,i20Active,2021,3000,13341,20937,17613,29194,11695,Absence
MG,Amaze,2023,23252,88797,64964,140065,16254,73117,Presence
Tata,Creta,2021,18568,9327,78742,78937,29302,79280,Presence
Hyundai,i20Active,2020,3000,8242,23272,20406,13729,19733,Absence
,ModelX,2023,124824,10945,146825,110218,126288,67565,Presence
Toyota,Venue,2018,303716,151000,109381,153754,170938,67428,Presence
Maruti,i20,2013,184865,11677,131625,63473,32595,86349,Absence
Tata,Venue,2016,220308,10349,107525,71988,151712,72007,Presence
Suzuki,Creta,2023,273223,94489,87038,169604,185219,189337,Absence
MarutiSuzuki,EtiosLiva,2020,5593,13700,41822,37680,33878,18288,Presence
Maruti,Carnival,2020,3000,9279,20658,22962,26051,14326,Absence
Maruti,Amaze,2016,204629,151000,119913,130075,150138,122207,Presence
Maruti,Polo,2021,17902,19268,54143,49167,30970,20962,Presence
Toyota,Creta,2021,15801,8671,31479,44090,39444,110815,Presence
Maruti,Triber,2023,43876,10932,20719,108006,19569,10000,Presence
Honda,488GTB,2019,15058,10915,36599,31060,22178,26315,Presence
Honda,Venue,2017,130476,107591,145641,191191,132169,58631,Presence
Tata,EtiosLiva,2020,3000,10233,40579,42333,32189,40218,Presence
Ford,Creta,2020,11562,13175,27762,49804,28887,32929,Presence
Toyota,Amaze,2023,129913,88837,81952,137510,127191,123473,Presence
Toyota,Carnival,2022,55453,12603,77780,101921,33102,85902,Presence
Maruti,WR-V,2018,10270,10210,58102,27353,19295,26939,Absence
Maruti,Carnival,2012,157809,123099,152582,129475,125528,81897,Absence
Maruti,KUV100NXT,2020,3000,10304,29683,42132,29594,33152,Absence
MG,Amaze,2019,248871,11190,91698,105031,145277,80057,Absence
